,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
39,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627736}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627736}",,,,,,,,,,,,,,
40,"{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630699}",,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,
42,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202722}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202722}",,,,,,,,,,,,,,,,
43,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201976}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201976}",,,,,,,,,,,,
44,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630180}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630180}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630180}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630180}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630180}",,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,
46,"{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203920}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203920}",,,,,,,,,,,,,,,,,
47,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629048}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629048}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629048}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629048}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629048}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629048}",,,,,,,,,,,,,,,,,,,
48,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 202687}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 202687}",,,,,,,,,,,,,
49,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631205}",,,,,,,,,,,,,,,,,,,,,,,,
50,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203992}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203992}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203992}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203992}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203992}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203992}",,,,,,,,,,,,,,,,,,,
51,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 202711}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 202711}",,,,,,,,,,,,,,
52,"{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629626}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629626}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629626}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629626}",,,,,,,,,,,,,,,,,,,,,
53,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629716}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629716}",,,,,,,,,,,,,,,,,,,,,,,
54,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630195}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630195}",,,,,,,,,,,,,,,,,,,,,,,
55,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626164}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626164}",,,,,,,,,,,,,,,,,
56,"{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630527}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630527}",,,,,,,,,,,,,,,,,,,,,,,
57,"{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628449}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628449}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628449}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628449}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628449}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628449}",,,,,,,,,,,,,,,,,,,
58,"{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630547}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630547}",,,,,,,,,,,,,,,,,,,,,,,
59,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631123}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631123}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631123}",,,,,,,,,,,,,,,,,,,,,,
60,"{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628396}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628396}",,,,,,,,,,,,,,,,,
61,"{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631103}",,,,,,,,,,,,,,,,,,,,,,,,
62,"{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631128}",,,,,,,,,,,,,,,,,,,,,,,,
63,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628969}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628969}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628969}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628969}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628969}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628969}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628969}",,,,,,,,,,,,,,,,,,
64,"{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629052}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629052}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629052}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629052}",,,,,,,,,,,,,,,,,,,,,
65,"{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627763}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627763}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627763}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627763}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627763}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627763}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627763}",,,,,,,,,,,,,,,,,,
66,"{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628415}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628415}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628415}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628415}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628415}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628415}",,,,,,,,,,,,,,,,,,,
67,"{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628971}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628971}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628971}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628971}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628971}",,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,
69,"{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627759}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627759}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627759}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627759}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627759}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627759}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627759}",,,,,,,,,,,,,,,,,,
70,"{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631112}",,,,,,,,,,,,,,,,,,,,,,,,
71,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629650}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629650}",,,,,,,,,,,,,,,,,
72,"{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630535}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630535}",,,,,,,,,,,,,,,,,,,,,,,
73,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629718}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629718}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629718}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629718}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629718}",,,,,,,,,,,,,,,,,,,,
74,"{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628972}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628972}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628972}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628972}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628972}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628972}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628972}",,,,,,,,,,,,,,,,,,
75,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628973}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628973}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628973}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628973}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628973}",,,,,,,,,,,,,,,,,,,,
76,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628418}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628418}",,,,,,,,,,,,,,,,,
77,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203493}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203493}",,,,,,,,,,,
78,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203504}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203504}",,,,,,,,,,,,
